id;client_id;card_brand;card_type;card_number;expires;cvv;has_chip;num_cards_issued;credit_limit;acct_open_date;year_pin_last_changed;;
2073;692;Visa;Debit;4160987980022080;Thg10-12;11;YES;2;$18979;Thg3-04;2008;;
5860;692;Mastercard;Credit;5640983344867520;Thg2-23;571;NO;2;$10000;Thg12-06;2012;;
4303;692;Visa;Debit (Prepaid);4201848747072340;Thg8-18;604;YES;2;$63;Thg8-09;2014;;
4253;1065;Mastercard;Debit;5092269775831900;Thg1-21;394;YES;2;$24878;Thg8-08;2011;;
2630;1065;Amex;Credit;395345060148797;Thg5-23;951;YES;2;$23900;Thg4-10;2012;;
4160;1065;Mastercard;Debit;5661288400929870;Thg2-22;934;YES;2;$9213;Thg8-05;2009;;
4381;1764;Visa;Debit;4535570138499220;Thg7-24;704;YES;2;$23538;Thg8-11;2011;;
4900;1764;Visa;Debit;4931400640582630;Thg9-17;835;YES;2;$15658;Thg9-16;2016;;
2118;1764;Mastercard;Credit;5099657480091690;Thg5-21;249;YES;1;$8900;Thg3-06;2011;;
599;1830;Mastercard;Debit (Prepaid);5932488176672890;Thg2-20;164;YES;1;$58;Thg1-20;2020;;
1272;1830;Mastercard;Debit;5413909063250460;Thg4-22;732;YES;1;$12782;Thg2-11;2011;;
5217;1830;Visa;Debit;4940361010295810;Thg3-16;253;YES;1;$17297;Thg10-10;2010;;
4083;1830;Mastercard;Credit;5598315468243230;Thg10-24;385;YES;1;$10600;Thg8-94;2011;;
1052;157;Mastercard;Debit;5056408661252930;Thg11-20;961;YES;1;$10644;Thg2-05;2011;;
4867;157;Visa;Debit;4884544538827900;Thg1-15;296;YES;1;$13438;Thg9-13;2013;;
969;157;Mastercard;Debit;5481725798944320;Thg5-23;964;YES;1;$14269;Thg2-99;2011;;
1250;676;Visa;Credit;4209302581526440;Thg6-23;777;YES;2;$9300;Thg2-10;2010;;
3910;676;Visa;Debit;4273067279715890;Thg12-17;541;YES;2;$34175;Thg7-09;2011;;
5871;1481;Visa;Debit;4866092405623390;Thg8-24;386;YES;2;$367;Thg12-06;2010;;
4720;1481;Mastercard;Debit;5746148101457480;Thg6-22;950;YES;2;$441;Thg9-09;2014;;
3056;1902;Mastercard;Debit;5099488514797620;Thg6-21;652;YES;2;$11087;Thg5-10;2011;;
4286;1902;Amex;Credit;398823738054759;Thg9-20;162;YES;2;$12200;Thg8-09;2011;;
227;123;Mastercard;Debit;5329313809426340;Thg11-20;20;YES;2;$12102;Thg1-10;2010;;
197;123;Mastercard;Debit;5518456077758790;Thg6-20;995;YES;1;$24068;Thg1-09;2009;;
3192;123;Mastercard;Debit;5404585495463220;Thg10-24;263;YES;2;$15305;Thg5-17;2017;;
1196;1995;Visa;Debit;4014763594580470;Thg10-24;355;YES;2;$11268;Thg2-09;2013;;
4180;1995;Mastercard;Debit;5817112710661340;Thg1-20;29;YES;2;$5997;Thg8-06;2012;;
2439;1995;Amex;Credit;382683082835230;Thg7-21;521;YES;2;$4000;Thg4-03;2011;;
190;1995;Amex;Credit;316487244875963;Thg8-23;737;NO;2;$9700;Thg1-09;2009;;
4916;1688;Mastercard;Debit;5161633770589120;Thg2-24;891;YES;2;$21502;Thg9-18;2018;;
2119;1895;Mastercard;Debit;5267518025716840;Thg1-22;292;YES;2;$2042;Thg3-06;2013;;
1090;1895;Mastercard;Debit;5343513913226540;Thg9-23;514;YES;1;$13922;Thg2-06;2012;;
5047;1891;Discover;Credit;6441659233130360;Thg3-23;515;YES;2;$13100;Thg10-06;2006;;
1161;1891;Visa;Debit;4268017872699460;Thg11-16;476;YES;2;$15227;Thg2-08;2015;;
1251;1891;Visa;Credit;4033929197271880;Thg1-23;190;YES;2;$3300;Thg2-10;2010;;
5440;1891;Visa;Debit;4759457733349540;Thg10-21;437;YES;1;$19829;Thg11-05;2010;;
600;453;Mastercard;Debit;5881679887889710;Thg1-20;806;NO;1;$23996;Thg1-20;2020;;
4552;341;Mastercard;Debit (Prepaid);5560061541901640;Thg11-24;633;YES;1;$55;Thg9-04;2010;;
1900;341;Visa;Debit;4531149590903510;Thg8-20;97;YES;1;$37941;Thg2-20;2020;;
5417;341;Visa;Credit;4108533772649710;Thg6-08;548;YES;1;$37600;Thg11-04;2006;;
45;1571;Visa;Debit;4137249838027630;Thg4-23;861;YES;2;$33390;Thg1-03;2007;;
4392;1571;Mastercard;Debit;5890246534257370;Thg12-21;12;YES;2;$22532;Thg8-12;2012;;
6109;1571;Mastercard;Debit;5800183437928460;Thg4-24;148;YES;2;$16325;Thg12-15;2015;;
2487;1571;Mastercard;Debit;5128197080308710;Thg6-23;759;YES;1;$17885;Thg4-05;2010;;
5397;1571;Visa;Debit;4704455652130190;Thg12-23;175;YES;1;$24827;Thg11-03;2008;;
3165;1571;Mastercard;Debit;5908095549619750;Thg10-15;530;YES;1;$30704;Thg5-15;2015;;
3499;1615;Visa;Debit;4279264771451570;Thg2-20;378;YES;2;$13637;Thg6-10;2012;;
5157;1615;Mastercard;Debit;5200107685480370;Thg5-24;624;YES;1;$2504;Thg10-09;2016;;
5473;1615;Visa;Debit;4003165279623450;Thg3-23;317;YES;1;$15535;Thg11-06;2015;;
4254;1615;Mastercard;Debit;5155468051288340;Thg9-22;703;YES;1;$14898;Thg8-08;2008;;
1147;1615;Mastercard;Debit;5625958291463280;Thg7-23;783;YES;2;$9696;Thg2-08;2014;;
4738;1615;Visa;Debit;4577924057885150;Thg5-23;594;YES;1;$22310;Thg9-09;2011;;
841;1647;Visa;Debit (Prepaid);4291878920009870;Thg1-20;108;NO;1;$76;Thg1-20;2020;;
402;1647;Amex;Credit;393079452928936;Thg3-24;826;YES;2;$8000;Thg1-20;2020;;
1630;1647;Mastercard;Credit;5443689960543700;Thg11-24;591;YES;2;$9200;Thg2-20;2020;;
1631;1647;Mastercard;Debit;5221540371047990;Thg6-20;258;YES;1;$21244;Thg2-20;2020;;
1901;1647;Visa;Debit;4041750526955030;Thg6-22;408;NO;2;$20751;Thg2-20;2020;;
2061;680;Mastercard;Debit;5508553199519080;Thg3-19;196;YES;2;$16347;Thg3-04;2010;;
3951;52;Visa;Debit;4954962607216980;Thg10-23;995;YES;1;$23404;Thg7-10;2012;;
4976;52;Visa;Debit;4435466238583870;Thg4-22;708;YES;2;$20930;Thg10-02;2008;;
2322;52;Visa;Debit;4343642801597520;Thg8-13;754;YES;2;$23014;Thg3-13;2013;;
842;1387;Visa;Credit;4858459431343510;Thg12-22;674;YES;2;$9500;Thg1-20;2020;;
962;1034;Mastercard;Debit;5328768325200240;Thg6-20;645;YES;1;$2778;Thg2-98;2005;;
2741;1034;Amex;Credit;321353785529607;Thg2-20;213;YES;2;$11800;Thg4-15;2015;;
2853;1034;Discover;Credit;6281560178306830;Thg10-20;359;YES;1;$11500;Thg5-04;2007;;
1137;1034;Discover;Credit;6745517172173140;Thg2-09;611;YES;2;$13000;Thg2-08;2009;;
2765;1034;Visa;Debit;4882435446100320;Thg12-24;332;YES;1;$21102;Thg4-16;2016;;
4622;1034;Visa;Debit (Prepaid);4900895647847430;Thg3-21;730;YES;1;$60;Thg9-06;2009;;
179;677;Visa;Credit;4299314704025380;Thg6-20;215;YES;2;$23100;Thg1-08;2010;;
4449;677;Mastercard;Debit;5779825688535230;Thg3-21;458;YES;1;$34826;Thg8-15;2015;;
5317;677;Visa;Debit;4276546488958930;Thg12-23;54;NO;1;$25429;Thg10-16;2016;;
989;440;Mastercard;Debit;5098870349133200;Thg12-22;435;YES;1;$79717;Thg2-01;2013;;
3274;440;Mastercard;Debit;5432650033328110;Thg4-23;920;YES;2;$5307;Thg6-04;2010;;
3736;440;Mastercard;Debit;5405681429153550;Thg4-19;810;YES;2;$47131;Thg7-05;2008;;
71;440;Mastercard;Debit;5336536496743890;Thg10-21;805;YES;2;$36724;Thg1-05;2010;;
1216;440;Mastercard;Debit;5244693372159100;Thg10-24;682;YES;1;$6875;Thg2-10;2012;;
5671;338;Mastercard;Debit;5371571902299640;Thg4-24;46;YES;1;$17229;Thg11-12;2012;;
1356;338;Mastercard;Debit;5404154440554850;Thg5-22;190;YES;1;$31747;Thg2-15;2015;;
1317;338;Mastercard;Debit;5004660687674180;Thg1-23;841;YES;2;$50127;Thg2-13;2013;;
1205;1120;Discover;Credit;6983129592633810;Thg10-22;237;YES;2;$21400;Thg2-10;2010;;
4641;1127;Mastercard;Debit;5968559734305330;Thg1-22;303;YES;2;$24614;Thg9-07;2012;;
4605;1127;Mastercard;Debit;5365437807241280;Thg12-23;623;YES;2;$2809;Thg9-06;2011;;
3694;1127;Mastercard;Debit;5672946381379330;Thg3-07;314;NO;2;$15076;Thg7-03;2015;;
3869;1127;Visa;Debit;4858037645038530;Thg9-20;745;YES;1;$27646;Thg7-08;2009;;
360;1662;Mastercard;Debit;5243874409265560;Thg1-21;702;YES;1;$20447;Thg1-17;2017;;
2675;1662;Mastercard;Debit;5275365619003580;Thg10-21;507;YES;1;$29948;Thg4-11;2011;;
4541;1662;Visa;Debit;4182859596486160;Thg9-20;890;YES;2;$28021;Thg9-03;2011;;
6087;1662;Mastercard;Debit (Prepaid);5298865153588950;Thg12-13;297;NO;1;$58;Thg12-13;2013;;
601;1462;Mastercard;Debit (Prepaid);5023362294953900;Thg8-20;641;YES;2;$44;Thg1-20;2020;;
1632;1848;Mastercard;Debit;5537790974948480;Thg2-22;935;YES;2;$19880;Thg2-20;2020;;
602;1848;Mastercard;Credit;5024975183096420;Thg4-21;542;YES;1;$12700;Thg1-20;2020;;
1308;1444;Visa;Debit;4445219636598500;Thg3-24;699;YES;1;$42670;Thg2-12;2012;;
603;1444;Mastercard;Debit;5621630163698120;Thg2-20;106;NO;1;$21611;Thg1-20;2020;;
3631;1444;Mastercard;Debit;5918825657025750;Thg7-21;152;YES;2;$50521;Thg6-18;2018;;
2648;1444;Mastercard;Debit;5734359364174760;Thg3-24;802;YES;2;$27982;Thg4-10;2010;;
5965;1444;Mastercard;Debit;5143782902956270;Thg10-23;803;YES;1;$22886;Thg12-09;2009;;
2882;1444;Mastercard;Debit;5358748385757370;Thg11-20;637;YES;2;$32049;Thg5-05;2005;;
5118;1444;Mastercard;Debit;5457892332691010;Thg6-23;949;NO;1;$45141;Thg10-08;2010;;
5009;45;Mastercard;Debit (Prepaid);5525601416941010;Thg11-23;154;YES;1;$44;Thg10-04;2014;;
2822;1102;Amex;Credit;302324154583308;Thg7-23;777;YES;1;$26900;Thg5-02;2019;;
5651;1102;Mastercard;Debit;5977051342540190;Thg6-23;806;YES;2;$5414;Thg11-11;2012;;
5010;1102;Mastercard;Debit;5884636845919710;Thg7-18;425;YES;2;$17846;Thg10-04;2011;;
3952;1102;Visa;Debit (Prepaid);4086369836640260;Thg11-22;257;YES;2;$51;Thg7-10;2014;;
979;1102;Mastercard;Debit;5940949386888210;Thg1-19;618;YES;2;$39080;Thg2-00;2017;;
3390;1636;Mastercard;Credit;5891980090129640;Thg5-24;843;YES;1;$5600;Thg6-08;2011;;
2930;1636;Mastercard;Debit;5805477288229190;Thg2-20;832;YES;2;$7090;Thg5-07;2017;;
3992;1636;Amex;Credit;358240905315315;Thg4-23;544;YES;1;$4600;Thg7-12;2012;;
3338;1636;Amex;Credit;354505344407390;Thg4-20;793;YES;1;$6900;Thg6-07;2008;;
2018;502;Discover;Credit;6910816000642920;Thg3-20;845;YES;2;$7900;Thg3-01;2004;;
3521;502;Mastercard;Debit;5031093004521440;Thg7-23;834;NO;1;$415;Thg6-11;2013;;
1412;1630;Amex;Credit;387423675573298;Thg6-21;864;YES;1;$11800;Thg2-20;2020;;
4479;266;Mastercard;Debit;5392581536940680;Thg4-20;63;YES;1;$10107;Thg8-19;2019;;
3283;5;Visa;Debit;4062156976910800;Thg10-24;305;NO;2;$12286;Thg6-04;2013;;
1178;5;Mastercard;Debit;5419592121545150;Thg1-22;42;YES;2;$18894;Thg2-09;2015;;
4407;1712;Mastercard;Debit;5235277792486600;Thg11-17;314;YES;1;$35175;Thg8-13;2013;;
3291;1712;Mastercard;Debit;5526616116382740;Thg10-21;600;YES;1;$21205;Thg6-05;2010;;
4056;1712;Mastercard;Debit;5071372204646550;Thg11-21;958;NO;1;$25985;Thg7-17;2017;;
3711;1712;Mastercard;Debit;5313636141539710;Thg6-24;212;NO;1;$39431;Thg7-04;2008;;
4342;1712;Visa;Debit;4631337182936130;Thg3-24;847;YES;2;$18288;Thg8-10;2012;;
143;1360;Visa;Credit;4142865741084770;Thg8-20;302;YES;1;$9000;Thg1-07;2007;;
2184;1360;Mastercard;Debit;5823085266965020;Thg10-21;876;YES;2;$12367;Thg3-08;2008;;
3609;1360;Mastercard;Debit;5708920987862160;Thg9-21;17;YES;2;$19619;Thg6-16;2016;;
403;1013;Amex;Credit;330378740053511;Thg6-20;959;YES;1;$12800;Thg1-20;2020;;
1349;993;Visa;Credit;4260552166292090;Thg6-22;384;YES;1;$9500;Thg2-14;2014;;
162;642;Mastercard;Debit;5873966669352210;Thg9-24;809;YES;2;$3966;Thg1-08;2013;;
4721;642;Mastercard;Debit;5229231041808980;Thg11-09;670;YES;2;$8812;Thg9-09;2009;;
2051;642;Visa;Debit;4324205574305220;Thg10-22;92;YES;2;$13434;Thg3-03;2003;;
5934;642;Mastercard;Debit;5081900353730450;Thg11-20;533;YES;1;$13104;Thg12-08;2017;;
2430;1871;Mastercard;Debit;5203247586217390;Thg9-21;503;YES;1;$9454;Thg4-02;2007;;
5672;1871;Mastercard;Debit;5410528927271570;Thg1-20;651;YES;1;$13764;Thg11-12;2012;;
4470;1871;Mastercard;Debit;5892723462268590;Thg5-24;355;YES;1;$14639;Thg8-18;2018;;
4429;1871;Mastercard;Debit;5896330225827400;Thg8-24;851;NO;2;$20277;Thg8-14;2014;;
1633;1871;Mastercard;Debit;5342464568793110;Thg2-20;260;YES;1;$11166;Thg2-20;2020;;
5491;1721;Mastercard;Credit;5632468453747630;Thg6-24;296;YES;2;$7200;Thg11-07;2010;;
3610;1721;Mastercard;Debit;5754434443697250;Thg11-22;789;YES;1;$12389;Thg6-16;2016;;
84;868;Visa;Debit;4639713693974380;Thg2-23;69;YES;2;$2121;Thg1-05;2009;;
5372;868;Visa;Debit;4025137324225950;Thg11-24;653;YES;2;$13455;Thg11-01;2011;;
2233;868;Visa;Debit (Prepaid);4595382752542330;Thg8-23;475;YES;2;$48;Thg3-09;2013;;
5565;868;Mastercard;Debit (Prepaid);5680583752844420;Thg2-22;504;YES;2;$49;Thg11-09;2009;;
322;868;Visa;Credit;4944959860713650;Thg7-22;21;YES;2;$5000;Thg1-13;2013;;
3292;868;Mastercard;Credit;5925756786369210;Thg6-10;556;NO;1;$6800;Thg6-05;2009;;
2985;1517;Visa;Credit;4225059111399170;Thg6-21;829;YES;2;$24900;Thg5-08;2013;;
72;1517;Mastercard;Debit;5515747009144500;Thg1-24;306;YES;2;$19670;Thg1-05;2009;;
1634;1517;Mastercard;Debit;5764133440846680;Thg7-24;480;YES;2;$23231;Thg2-20;2020;;
2131;1517;Visa;Debit (Prepaid);4203776062748200;Thg3-22;193;YES;2;$18;Thg3-06;2013;;
5340;364;Mastercard;Debit;5480998753252900;Thg7-21;110;YES;1;$13699;Thg10-19;2019;;
4623;364;Visa;Credit;4748763826906130;Thg5-17;478;NO;2;$11700;Thg9-06;2010;;
5611;364;Mastercard;Credit;5274567500521130;Thg11-10;89;YES;1;$1800;Thg11-10;2010;;
5673;364;Mastercard;Debit;5100254410135490;Thg10-23;723;YES;1;$15612;Thg11-12;2012;;
4642;686;Mastercard;Debit;5233470858754880;Thg8-24;870;YES;1;$4699;Thg9-07;2018;;
1635;696;Mastercard;Debit;5634720557033730;Thg2-21;644;YES;1;$77778;Thg2-20;2020;;
3870;696;Visa;Debit;4288163100200550;Thg10-23;765;NO;1;$31755;Thg7-08;2008;;
2695;696;Mastercard;Debit;5648047323588800;Thg11-24;470;YES;1;$28601;Thg4-12;2012;;
2488;696;Mastercard;Credit;5628686337388300;Thg3-10;842;YES;2;$25900;Thg4-05;2011;;
4953;696;Mastercard;Debit (Prepaid);5293099993474740;Thg6-09;140;YES;2;$97;Thg10-01;2010;;
4207;696;Mastercard;Debit;5584427717587370;Thg5-23;957;NO;2;$22553;Thg8-07;2010;;
5612;696;Mastercard;Debit (Prepaid);5276972829621860;Thg5-22;803;YES;2;$65;Thg11-10;2015;;
39;696;Mastercard;Debit;5562768142811100;Thg10-24;267;YES;2;$21225;Thg1-03;2012;;
604;962;Mastercard;Credit;5195862758999590;Thg12-21;426;YES;2;$13300;Thg1-20;2020;;
1217;962;Mastercard;Debit;5180139423244090;Thg7-22;633;YES;2;$9141;Thg2-10;2011;;
5966;1407;Mastercard;Debit;5647392545129320;Thg5-21;236;YES;2;$14733;Thg12-09;2011;;
5384;1407;Visa;Debit;4543221446829320;Thg8-23;587;YES;1;$15814;Thg11-02;2010;;
2313;1407;Mastercard;Debit;5848203145087840;Thg5-21;597;YES;1;$20816;Thg3-13;2013;;
4695;1407;Visa;Credit;4681503612415890;Thg2-14;86;YES;2;$8500;Thg9-08;2010;;
4471;1015;Mastercard;Debit;5620673787409550;Thg7-21;842;YES;1;$35493;Thg8-18;2018;;
5271;1015;Mastercard;Debit;5849371224627140;Thg7-20;636;YES;2;$58311;Thg10-13;2013;;
1636;1015;Mastercard;Credit;5981150339766530;Thg9-23;601;YES;1;$24700;Thg2-20;2020;;
198;1015;Mastercard;Debit;5656999344150650;Thg10-24;761;YES;2;$66779;Thg1-09;2011;;
1113;1015;Mastercard;Debit (Prepaid);5964863053217700;Thg2-24;287;YES;1;$58;Thg2-07;2012;;
2211;1456;Discover;Credit;6932682320710660;Thg8-23;294;YES;2;$7400;Thg3-09;2017;;
5935;1456;Mastercard;Debit;5839391622959360;Thg10-20;985;YES;2;$11310;Thg12-08;2012;;
1273;1456;Mastercard;Credit;5451139349544220;Thg8-19;832;NO;2;$7200;Thg2-11;2011;;
2251;1861;Mastercard;Debit;5893992585377550;Thg4-22;46;NO;1;$28352;Thg3-10;2012;;
2993;1861;Amex;Credit;344769057601771;Thg6-16;588;YES;2;$10000;Thg5-09;2011;;
4898;1861;Mastercard;Debit;5475273052994390;Thg2-24;101;YES;1;$32325;Thg9-16;2016;;
4025;1861;Mastercard;Debit;5682219058474730;Thg5-18;67;YES;2;$22405;Thg7-14;2014;;
3374;1861;Amex;Credit;335960480212340;Thg1-21;29;YES;1;$17300;Thg6-08;2013;;
605;161;Mastercard;Debit;5734847771716580;Thg7-20;423;YES;1;$11163;Thg1-20;2020;;
3096;161;Mastercard;Debit;5018191731735770;Thg2-24;889;YES;1;$13612;Thg5-11;2011;;
5588;161;Visa;Debit;4764927598078190;Thg12-16;254;YES;1;$11168;Thg11-09;2009;;
843;263;Visa;Credit;4821644277167160;Thg3-20;978;NO;2;$6200;Thg1-20;2020;;
2567;263;Mastercard;Debit (Prepaid);5332123291595760;Thg5-19;494;YES;1;$61;Thg4-08;2009;;
1392;263;Mastercard;Debit;5981206880089610;Thg2-20;421;YES;1;$12103;Thg2-19;2019;;
2994;1389;Discover;Credit;6880652319415110;Thg8-22;218;YES;2;$7900;Thg5-09;2010;;
2301;1389;Mastercard;Debit;5603221270332940;Thg6-16;316;YES;1;$11408;Thg3-12;2012;;
4779;1707;Mastercard;Debit;5101090738920820;Thg7-21;325;YES;1;$22362;Thg9-10;2014;;
1902;1374;Visa;Debit;4641287909590410;Thg9-20;819;YES;1;$14993;Thg2-20;2020;;
1413;1374;Amex;Credit;324659664188559;Thg4-24;330;NO;2;$8300;Thg2-20;2020;;
5967;1855;Mastercard;Debit;5900286231363630;Thg12-21;172;YES;1;$29716;Thg12-09;2011;;
4304;1855;Visa;Debit;4993861165139690;Thg10-09;663;YES;1;$19258;Thg8-09;2011;;
3021;1855;Visa;Credit;4355832454848290;Thg8-20;490;YES;3;$13400;Thg5-09;2011;;
1903;1855;Visa;Credit;4746650219933870;Thg9-22;32;YES;2;$17100;Thg2-20;2020;;
1904;867;Visa;Debit;4954234286771970;Thg9-22;1;YES;2;$16736;Thg2-20;2020;;
606;867;Mastercard;Debit;5149907991090610;Thg9-21;275;YES;1;$10196;Thg1-20;2020;;
4564;274;Visa;Debit;4636302289774990;Thg9-14;898;YES;1;$20961;Thg9-04;2010;;
2841;274;Mastercard;Credit;5703235867357520;Thg2-23;825;YES;2;$10500;Thg5-03;2016;;
309;274;Amex;Credit;365377878162370;Thg10-23;964;YES;2;$16500;Thg1-13;2013;;
3184;1552;Visa;Credit;4498319484048580;Thg8-16;282;YES;2;$11300;Thg5-16;2016;;
1380;1552;Mastercard;Debit;5909552342193740;Thg12-21;675;YES;1;$13866;Thg2-18;2018;;
1218;1552;Mastercard;Debit;5494745672321740;Thg5-21;61;YES;2;$14913;Thg2-10;2010;;
1448;635;Discover;Credit;6130054955952430;Thg10-22;970;YES;1;$6100;Thg2-20;2020;;
5218;1526;Visa;Debit;4852239481506090;Thg11-12;226;NO;1;$3728;Thg10-10;2010;;
3664;1526;Discover;Credit;6172129329668610;Thg10-24;585;YES;1;$7400;Thg7-01;2007;;
4722;1526;Mastercard;Debit (Prepaid);5821558147911210;Thg10-20;558;YES;1;$77;Thg9-09;2009;;
2100;1526;Visa;Debit;4643281848838060;Thg2-21;413;YES;1;$12299;Thg3-05;2007;;
248;319;Visa;Credit;4086497597276970;Thg3-21;383;YES;2;$6800;Thg1-10;2010;;
844;319;Visa;Debit (Prepaid);4841317910712420;Thg2-22;858;YES;1;$77;Thg1-20;2020;;
3425;740;Mastercard;Debit;5153811866078710;Thg1-17;115;YES;2;$2172;Thg6-09;2017;;
607;740;Mastercard;Debit;5514582408709010;Thg4-21;117;YES;1;$8661;Thg1-20;2020;;
845;740;Visa;Debit;4456142342115900;Thg3-23;189;YES;2;$4009;Thg1-20;2020;;
1414;965;Amex;Credit;344844394968700;Thg12-20;973;YES;1;$11200;Thg2-20;2020;;
846;965;Visa;Debit;4061650049353080;Thg12-21;542;YES;2;$16479;Thg1-20;2020;;
5674;1421;Mastercard;Debit (Prepaid);5874995941788490;Thg6-22;595;YES;1;$65;Thg11-12;2012;;
3550;1421;Mastercard;Debit;5757503231654920;Thg7-21;514;YES;1;$17993;Thg6-12;2012;;
5833;1538;Mastercard;Debit;5128394597214300;Thg4-11;984;YES;2;$16398;Thg12-05;2005;;
3206;1538;Mastercard;Debit;5013050025628150;Thg10-21;272;YES;2;$21284;Thg6-98;2016;;
3599;1101;Visa;Debit;4683799898016250;Thg9-21;938;NO;2;$13022;Thg6-15;2015;;
1905;1101;Visa;Credit;4591328314306370;Thg11-20;252;YES;1;$8500;Thg2-20;2020;;
3448;92;Visa;Debit;4130167694765130;Thg6-24;299;YES;1;$34123;Thg6-09;2009;;
2802;92;Mastercard;Debit;5123318890212910;Thg10-13;821;YES;1;$25670;Thg5-99;2010;;
2803;92;Mastercard;Credit;5719709279353500;Thg7-20;403;YES;1;$9000;Thg5-99;2012;;
5947;92;Visa;Debit;4963194250583000;Thg9-23;150;YES;2;$8280;Thg12-08;2017;;
5183;125;Amex;Credit;398638761436555;Thg1-21;177;YES;2;$6400;Thg10-10;2011;;
5770;125;Mastercard;Debit;5945807507752760;Thg8-22;282;YES;2;$9741;Thg12-01;2010;;
2023;125;Mastercard;Debit;5228524583663220;Thg6-23;720;YES;2;$1326;Thg3-01;2011;;
4931;125;Discover;Credit;6151262896814380;Thg10-22;10;YES;2;$3600;Thg10-98;2005;;
2120;125;Mastercard;Credit;5824671780662840;Thg5-22;554;YES;1;$5500;Thg3-06;2012;;
2225;449;Mastercard;Debit;5397488043496240;Thg10-20;915;YES;2;$16675;Thg3-09;2009;;
351;449;Visa;Debit;4003397958786970;Thg5-21;994;YES;2;$21594;Thg1-15;2015;;
3559;449;Visa;Debit;4345910488111900;Thg2-20;867;YES;1;$14277;Thg6-12;2012;;
2738;449;Visa;Debit;4169464534562520;Thg9-21;770;YES;2;$13368;Thg4-14;2014;;
5894;449;Mastercard;Credit;5242288844676220;Thg5-20;740;YES;1;$12700;Thg12-07;2016;;
3214;1173;Amex;Credit;309312757333159;Thg5-15;253;YES;1;$11200;Thg6-00;2013;;
4696;1173;Visa;Debit;4547819605508070;Thg6-24;410;YES;1;$1342;Thg9-08;2008;;
2986;1173;Visa;Credit;4285723805461630;Thg5-24;282;YES;2;$8700;Thg5-08;2009;;
2388;1173;Visa;Debit (Prepaid);4505985086777390;Thg6-19;675;YES;2;$75;Thg3-19;2019;;
1033;1173;Mastercard;Debit;5610643638268100;Thg10-21;739;YES;1;$35062;Thg2-04;2011;;
4480;1173;Mastercard;Debit;5972507233494510;Thg2-20;29;YES;2;$17503;Thg8-19;2019;;
5662;1173;Visa;Credit;4807938969312220;Thg10-21;158;YES;1;$16900;Thg11-11;2011;;
5197;1810;Mastercard;Credit;5595124692967490;Thg1-23;474;NO;2;$9000;Thg10-10;2010;;
4839;1810;Visa;Credit;4552564122869010;Thg4-24;816;YES;2;$9800;Thg9-12;2012;;
5936;1810;Mastercard;Credit;5374521575849220;Thg12-23;720;YES;1;$10600;Thg12-08;2009;;
2323;1810;Visa;Credit;4913659581054320;Thg8-20;55;YES;1;$7200;Thg3-13;2013;;
3339;1810;Amex;Credit;358698367361738;Thg11-23;803;YES;2;$7900;Thg6-07;2017;;
3522;1843;Mastercard;Debit;5247241630893010;Thg2-20;285;YES;2;$12189;Thg6-11;2011;;
5752;1843;Amex;Credit;363194829032279;Thg9-21;307;NO;1;$12300;Thg12-97;2009;;
249;1843;Visa;Debit;4348922167384220;Thg6-22;256;YES;2;$8702;Thg1-10;2014;;
4553;1843;Mastercard;Debit;5813126802246380;Thg12-22;390;YES;2;$10638;Thg9-04;2010;;
961;1843;Amex;Credit;355893231059855;Thg11-20;374;YES;2;$5800;Thg2-98;2010;;
2033;1843;Mastercard;Credit;5937483494199250;Thg9-20;651;YES;1;$13200;Thg3-02;2018;;
5834;1843;Mastercard;Credit;5696507697447290;Thg10-21;829;YES;2;$4800;Thg12-05;2009;;
4408;1578;Mastercard;Credit;5202407614887770;Thg11-20;17;YES;2;$6800;Thg8-13;2013;;
5331;1578;Visa;Debit (Prepaid);4805717527228440;Thg4-20;689;YES;2;$64;Thg10-18;2018;;
4343;658;Visa;Credit;4846880896921020;Thg9-11;89;YES;1;$5800;Thg8-10;2010;;
199;658;Mastercard;Debit;5342017674521140;Thg8-24;200;YES;2;$22742;Thg1-09;2009;;
1010;658;Amex;Credit;342127756889068;Thg4-20;505;YES;1;$19300;Thg2-03;2013;;
5548;658;Visa;Credit;4998523019501500;Thg3-24;730;YES;1;$13800;Thg11-08;2008;;
2146;1858;Mastercard;Credit;5990870436342590;Thg12-22;373;YES;2;$8200;Thg3-07;2010;;
847;1663;Visa;Debit;4072906383807820;Thg8-21;134;YES;2;$840;Thg1-20;2020;;
5350;1503;Visa;Credit;4896740019424790;Thg2-23;107;YES;2;$12600;Thg11-96;2014;;
3476;1503;Mastercard;Debit;5527540454179730;Thg9-23;594;YES;2;$15552;Thg6-10;2014;;
4274;1503;Visa;Debit;4084744531899330;Thg8-22;22;YES;1;$5133;Thg8-08;2008;;
3772;1503;Mastercard;Debit;5573928816931760;Thg11-20;814;YES;2;$24049;Thg7-06;2013;;
1906;725;Visa;Debit;4736166071228960;Thg10-20;535;YES;1;$17382;Thg2-20;2020;;
1907;725;Visa;Debit;4043193069414730;Thg9-21;859;NO;1;$19483;Thg2-20;2020;;
5785;1671;Visa;Debit;4549207388694990;Thg7-20;454;YES;2;$2174;Thg12-02;2010;;
4430;1233;Mastercard;Debit;5800282249045730;Thg8-17;159;YES;2;$25301;Thg8-14;2014;;
4823;1233;Visa;Credit;4500413559560450;Thg9-12;772;YES;2;$11000;Thg9-11;2013;;
